rating,review
5.0,super dress worth for rate
5.0,Very nice product thanq
5.0,Nice cheap rate high quality
5.0,This kurti is realy very good.
5.0,Very good Quality 🙂 thenks meeso
5.0,Very nice quality of dress
5.0,Very nice hai comfortable dress I like it
5.0,Same as shown....it was looking simply gorgeous 🥰🥰🥰
5.0,Khup chan y kurti .....thank you meesho
5.0,Sleeves bohot short hai
5.0,very nice mesho app and nice kuurti collection
5.0,Nice quality for low prize
5.0,Superb quality 😘I love this kurti ♥
5.0,The product quality is good
5.0,"Very beautiful kurti, thanks meesho 🥰🤗🤗"
5.0,It's very good cloth and beautiful ❤️
5.0,Quality of the clothe is awesome. Looks so great👍
5.0,Very nice👍customer happy🙂
5.0,Bahut hi achha hai thank you meeso
5.0,Gud quality and service
5.0,Very good product . Thanku meesho
5.0,Nice...good quality as per price
5.0,Very nice and so loking butiful
5.0,Thank you for this product
5.0,Exlent product worth for money
5.0,Good quality and nice product to use 👍😊
5.0,Very good. Perfect fitting.yeah!surely go for it
5.0,Very good quality...love it!!!!🫶🏻
5.0,Complete ✅ product received nhi hua
5.0,"Just amazing for the price, thanks a lot"
5.0,Dress very soft....very good quality ...
5.0,Thanks mesho very nice product ❤️
5.0,Loved it! Really good for the price
5.0,It's very nice value for money tq messho
5.0,I am vry hppy.It is the same as I ordered.
5.0,Very good quality material
5.0,Dress Quality Is Very Best Quality
5.0,For this range kurti is ok
5.0,Very comfortable & classy look
5.0,Nice product I'm impressed
5.0,This product is very nice
5.0,Very very very very nice cloth
5.0,Very nice product.. i really love it.....
5.0,Nice product and tq meesho
5.0,Just wow... Very good quality I like this 😊👍🏻❤️
5.0,Very nice 👩❤so pretty✨👩✨ kurti
5.0,Nice dress😍😍 fabric was superb
5.0,"Very good product 😍, look awesome👍"
5.0,Very good quality veri nice
5.0,Woww very good product love you so much ❤ meesho
5.0,Exactly same product recived
5.0,This product is very good
5.0,This product is very good
5.0,Very very very good quality
5.0,Very nice and very beautiful
5.0,I loved it perfect kurti and perfect colour
5.0,Bhut acha aaya kurti tqs mesho
5.0,I like it so much thank you meesho
5.0,This Product is very good
5.0,You can buy this worth of money 💰
5.0,"Super cute pcs shuit ,thanks mesho supplier"
5.0,Very nice kurti 😍 Thanks you messo
5.0,size is small length.small hai
5.0,"Quality dress, I loved it , awesome"
5.0,Unexpected super ❤️ Tq meesho
5.0,Guys trust your lil sis and go for it
5.0,I really like it thank you meesho
5.0,Bahut acche quality hai
5.0,Bahot achha tha veri nice
5.0,Very beautiful product
5.0,Very nice product..go for it
5.0,Good product thank miso
5.0,Good quality after many times washing
5.0,I am surprise vary good quality
5.0,Very nice 10/10 super top
5.0,Achha he jaisa dikhaya gaya he waisa hi hai
5.0,This product is very helpful
5.0,Good quality and fit in budget
5.0,This kurthi was so cool super
5.0,Very good product. Can give 5stars...
5.0,I have taken a nice product thank you
5.0,Received awesome product. Very happy with this.
5.0,Price ke according achii aai h
5.0,So good kurti i like this so much❤️
5.0,Achi aai h kurti thank u meesho 😊🥳
5.0,Bahut achi kurti aai h thank u meesho 😊
5.0,Very nice thank you mishoo
5.0,Quality is good according to price
5.0,Very nice febrik and thank for you
5.0,Nice cloth thank you meesho
5.0,Very good quality thanks meesho
5.0,Same as shown in the image
5.0,Nice but fabric is just5ok
5.0,Nice I like it very well and it is reasonable
5.0,nice fitting also good thanks to meshoo
5.0,Excellent quality thanku so much meeshi
5.0,Very good quality worth the price
5.0,Nice cloth and so pretty
5.0,Nice but clothe not good
5.0,Very nice product 😘I loved it 😊
5.0,Good product for meesho
5.0,Very good prodect tq meesho
5.0,Good quality Reasonable Prlce
5.0,This is very comfortable and casual
5.0,VERY very very very nice ❤️❤️❤️😍😍😍
5.0,Superb I loved it thank you
5.0,Product is nice and packaging also good
5.0,Super product nice quality😃
5.0,Very comfy an suitable.. thanx mesho
5.0,Jesha dikha ya wesha aaya bohot achha hai
5.0,I am very happy thanks meesho 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰
5.0,Very Good service& Product Quality is Awesome
5.0,Very nice product i like it 💞
5.0,good product according to price
5.0,Dress was good with nice fabric
5.0,Nice kurti and material 👌👌
5.0,Product Bahot accha hai
5.0,Nice dress I like it tq meesho
5.0,I like very much this product. You can go for it.
5.0,Nice kurthi😍 thank you meesho
5.0,Good quality product. Thank you
5.0,Beautiful kurti...fabric bhut acha h....go for it
5.0,Nice product ❤️ quality is good 👍
5.0,Beautifull.. I got the samee dress
5.0,Bhut hi achha shut h tnx meesi
5.0,So beautiful and very good 😊 dress
5.0,Return and refund on product is easy
5.0,Very soft material Must purchase 🤩💖
5.0,Very nice top but too long
5.0,Accha hai but mujhe nii ho rha so
5.0,Nice kurti I like it very much
5.0,Good quality and fittings
5.0,Very nice product 👍 thank you meesho
5.0,Nice product low cost tq meesho
5.0,Kurti is very beautiful
5.0,This item is very good but quantity is low
5.0,Cloth too good for this price overall perfect
5.0,Very very happy thank you so much meesho 👍👍👍
5.0,Bhoot accha thanku so mach 😊
5.0,Accha h main to office pehen k chahi gyi thi
5.0,Very osm product amazing ❤️💗
5.0,This is very good in this price
5.0,Nice product excellent 👌👍
5.0,Nice quality and fitting.good materials.....
5.0,Black colour is my favourite.....and .....best product..
5.0,Tqquu meesho 💗 it's really beautiful
5.0,Good product 👍Satisfied
5.0,Product is very very good
5.0,Nice product thinks meeso
5.0,colour and cloth was very nice product
5.0,The kurti is amazing.I liked it.....
5.0,Thankyou meesho.i loved it
5.0,Very nice product l like it
5.0,Nice kafi achcha product
5.0,Ye bohot mast he kam ret me jabardast Curti
5.0,Good quality nice fabric
5.0,Tx meesho its a very good product
5.0,Super just looking like wow
5.0,"Wow nice, fitting is too good"
5.0,Ery brautiful dsm chesp price
5.0,I rellay like this product nice💖🤍
5.0,Thanks mee show it's a perfect kurti
5.0,Super super thanks meesho 😊
5.0,Iam really very happy with this product 😊😊😊😊😊😊😊😊😊😊
5.0,hamen design pasand nahin aaya
5.0,Very nice product I like it
5.0,Very very nice product I ove this product😇😱♥️♥️♥️♥️♥️
5.0,"Best quality. I'm so happy, thanks meesho,🥰🥰"
5.0,Very nice product super quality
5.0,Super nice and beautiful
5.0,Product is Very good ❤️ Thanks mesho
5.0,Correct size and nice kurti😍
5.0,Love it quality wise excellent
5.0,Cloth is gud...just loved it guys ... worth it
5.0,It's proper as shown in the picture
5.0,Nice product thanku mesho 😘
5.0,Its material is good and fine colour
5.0,Bhaut achha product hai
5.0,Khub sundor kurti outstanding
5.0,Product quality is very good
5.0,Drace quality is very nice
5.0,78798539637879853963
5.0,Worth for money good product 😍😍😍
5.0,superb quality and price
5.0,The product looks very beautiful
5.0,Good quality pure cotton
5.0,So beautiful 😍❤️ thanks meesho
5.0,Nice top worthable amount
5.0,Really awesome product 🌟
5.0,pazama nahi He saiz chota he
5.0,Product bahut achcha hai size bhi bahut acchi hai khali aasteen mein Thoda Sa dhila Baki Pura ekadam 👍🏻👍🏻👍🏻☺️ bus Khali Aaj din mein Se thoda sa dhaaga Nikal Raha Hai Baki theek hi hai Le sakte hain ☺️ thank you mehoooooo thenk yuuuuuuuuuuuuu🥰🥰🥰🥰🥰
5.0,Nice product 😃😃
5.0,
5.0,Ok ok
5.0,Ok ok
5.0,Good
5.0,This is nice 👌
5.0,Ok
5.0,Nice
5.0,Thik thik
5.0,Very nice
5.0,Op
5.0,"Excellent product, soft fabric, good looking, and perfect embroidery makes it more attractive."
5.0,Pajama Nahin Aaya Hai ismein
5.0,"Everything is absolutely fine, love it ❤"
5.0,It's was very transparent....
5.0,Ok ok product at this price
5.0,This kurti is good but size bara aya ha 😠
5.0,"Siraf kurti hi,plajo,,bhi,hona,chaiye,na"
5.0,It's very nice looking very good
5.0,
2.0,આમાં અસ્તર જ નથી 😔
1.0,
3.0,Disappointed because Kurti come in half sleeve it's only 11 inch. Overall fabric is good
3.0,Very nice
3.0,Ok
3.0,Good
3.0,Nice
3.0,Nice
3.0,Good👍
3.0,Good fabric
3.0,Achcha h le sakte ho
3.0,Ok
3.0,Good
4.0,Proct is good
2.0,Good not bad
3.0,Good 😊 product
3.0,.
3.0,👍 Nice dres meesho
3.0,Nice as I expected
3.0,Nice one
3.0,Good
3.0,Good and value of money
3.0,Size difference
3.0,Good
2.0,Good
4.0,I like dress loving
4.0,Nice
4.0,Excellent
4.0,Thank you 🙏
4.0,Nice kurti
4.0,
4.0,Good product 😀
4.0,Thank you for meesho
4.0,Good
4.0,Nic
4.0,Bohot achi hai
4.0,Nice product
4.0,Good
4.0,Ok
4.0,Acha hai
4.0,Good
4.0,good good good
4.0,Nice
4.0,Tq...mesho
4.0,Good
4.0,Good
4.0,Kurti is very good
4.0,Bahut sahi Hai
4.0,Good
4.0,Good
4.0,👍
4.0,Good
4.0,👌
4.0,Good
4.0,Good coulety
4.0,Good
4.0,Better clothes 👌👍
4.0,Mostly 👍
4.0,Good
4.0,Nice
4.0,Super quality I like it
4.0,Okay 🆗
4.0,Good
4.0,Good
4.0,Good
4.0,Good
4.0,Good product
4.0,Worth for price.
4.0,Good need to buy
4.0,Good
4.0,Good
4.0,Ok
4.0,Good
4.0,Good
4.0,Nice kurti
4.0,Nice 👍🏻
4.0,Okey
4.0,Good fitting is
4.0,Nice
4.0,Nice product
4.0,Good
4.0,Nice
4.0,Acha hai
4.0,Good
4.0,", 🥰"
4.0,Super
4.0,Acchi thi deal
4.0,Nice
4.0,Overall good product
4.0,Good
4.0,Good
4.0,happy
4.0,Ok
4.0,Good
4.0,Very nice
4.0,Good product
4.0,Super 👌
4.0,Super
4.0,Reasonable price
4.0,Good
4.0,Nice
4.0,"Good, go buy it"
4.0,Best
4.0,Goo
4.0,Accha hai
4.0,Good
4.0,Its very nice 👍
4.0,Very good
4.0,Nice 🙂
4.0,Kapada vo nhi jo bataya gaya hai
4.0,It is ok ok feeting problem
4.0,Nice product I like this clothes
4.0,Aastin choti hai kapda ac hi
4.0,Good product but sige is something long from leg
4.0,"Price jo hai us hisab se badiya hai ,itne cheap price Mai to paas ke store se bhi kuch nhi milega ,or idhar meesho home delivery bhi krta hai ..muje to quality bhi pasand ayi h jitna quality chahoge utna jyada money bhi hona chahiye,itne kam paiso m to sale m bhi kuch nhi milega ,sirf meesho m mil skta h"
4.0,Delivery partner very bad because he talking very bad rude he do no how can talk to customer I really very felling bad I'm not purchased in mesho and all delivery partner deliver morning to afternoon but mesho delivery night time nehru nagar mannupet very bad
4.0,My colleague use to wear Kurtis and I thought to gift her this kurti .... Fabric and everything is good according to price... She was also shocked when she Heard about price... Yeah anyone can buy this product.. Giving 5 stars
4.0,The top was very nice and very beautiful product and the fabric is the cotton type but it's long top badi so ke and the product is very very worthful and I am satisfied with the products thank you meesho
4.0,I ordered for medium size but it was not fit for me .just fit only.so always order for the next size. After wash it became small again.
4.0,Nice kurti but order two one for me and second for my mumma . But my mumma size kurti is damaged and have some spots. I am disappointed by this .
4.0,Very good attractive black but embroidered also given in bottom means it's fantastic but it not otherwise good for prices
4.0,Sleeves Jesi photo mein Di gai hai waise nahi hai short hai but I love this product amazing must buy go for it I love this product
4.0,Product is good ..but delivery boy has not delivered the product at right place .we only went and collected the product .please don't repeat this.
4.0,Meesho Thank you so much Achi kurti he bs aastin chote he thrifot aasti elbow ke niche tk aastin or bhi jyada ache lgte he
4.0,Very bad top mattum vanthurukku pant varala yannakku pant Venum pant kutha order potten top mattum vanthurukku
4.0,"This kurti is very good...in quality, colour and size also..you can purchase this..not bad ..thank you meesho 😊🌷"
4.0,"Kurti Acchi hai Genuinely, meri girlfriend ko pasand aayi or uspe kurti bhout sunder lag rahi thi !!! 🙈♥️"
4.0,The kurta is nice .. but the bow has not there so little disappointed but . Otherwise it's nice . Go for it 🤌🏻❣️
4.0,This product is Good. For color it will be a 9/10 Fabric 7/10 Take one size smaller than your actual size
4.0,After one was shinning khatam ho jati hai laken kapda wasa he rhata hai according to pricr acha hai
4.0,"The quality of the top is good. But I thought it would come with a pant but it doesn't, I like the top anyway 🥰"
4.0,Fitting is nice and it's good but the fabric is not cotton it's something shiny kind of fabric other wise nice one
4.0,Kapda aachha hai lekin gale ki yaha nikla hai lg aachhi rhi hai
4.0,Dam anujai thik thak ache kurti ta. Je Delivery parson ese chilo tar babohar valo chilo.
4.0,Good
4.0,Good
4.0,It's very nice
4.0,Super product 💞
4.0,Yes
4.0,
4.0,Super
4.0,Nice 👍 yahi hai maja
4.0,Ok
4.0,Ok
4.0,Nice 👍👍👍
4.0,Ok
4.0,Ok
4.0,Nice 🙂
4.0,Nice
4.0,Nice fabric ☺️
4.0,Cute
4.0,छान 🥰
4.0,Nice
4.0,Very good product
2.0,Nice
4.0,I love it
5.0,Acha hai
5.0,👌👌🥰
5.0,It was really nice
5.0,
5.0,Sahed
5.0,Good
5.0,👍
5.0,I love the
5.0,Good product
5.0,Value for money
5.0,Oppppppppppp❤️❤️
5.0,Best
5.0,Super
5.0,Nice product
5.0,Super quality
5.0,Good
5.0,સારુ
5.0,Nice
5.0,डिजाइन भी बहुत अच्छी है और कपड़ा भी बहुत अच्छा है और फास्ट डिलीवरी हुआ
5.0,হাসানুর লস্কর
5.0,बहुतबढ़िया
5.0,Good
5.0,Nice
5.0,Very good quality
5.0,Ok
5.0,Very nice 💯🙂
5.0,Good
5.0,God qulite
5.0,
5.0,Very good 👍
5.0,Mast
5.0,Excellent
5.0,Superb plz buy it
5.0,Nice
5.0,Good
5.0,Bhut accha Aya hai
5.0,Nice
5.0,Good one
5.0,8850693*
5.0,Ho
5.0,नाइस
5.0,Very good nice protat
5.0,Good product
5.0,Very nice
5.0,Very good 👍 👏 👌
5.0,Super 👍👍
5.0,55
5.0,Very good
5.0,Very happy 😊😊👍
5.0,Very good product 👍
5.0,Nice
5.0,Very good
5.0,હજી
5.0,Good
5.0,Worth it
5.0,Good
5.0,Very nice product
5.0,Good
5.0,Good
5.0,Good
5.0,Nice
5.0,Very best cloth super ❤️
5.0,Very nice 🙂
5.0,Bahot Sundar hai
5.0,Bahut badhiya
5.0,Good 👍
5.0,Ok but iam not happy
5.0,Amit Kumar
5.0,Very good
5.0,Very good
5.0,Good
5.0,Good product 👍🏻
5.0,Nice cloth 😊
5.0,.
5.0,Good
5.0,Wfgh
5.0,Bahut acha kapda hai
5.0,Verry nice
5.0,Thank you meesho
5.0,Good
5.0,Bahut achha kapra hai
5.0,Wonder full
5.0,Good 👍
5.0,Good
5.0,Nice
5.0,Super
5.0,Very nice 👍
5.0,Nice
5.0,Seper
5.0,Good quality
5.0,Good
5.0,Very nice
5.0,value for money
5.0,Good
5.0,Very nice product
5.0,𝙹𝚞𝚜𝚝 𝙻𝚘𝚘𝚔𝚒𝚗𝚐 𝚕𝚒𝚔𝚎 𝚊 𝚠𝚘𝚠𝚠𝚠𝚠𝚠𝚠...❤️ 𝙸 𝚕𝚒𝚔𝚎 𝚝𝚑𝚒𝚜 𝚝𝚘𝚙 ..𝚝𝚑𝚊𝚗𝚔 𝚢𝚘𝚞 𝚖𝚎𝚜𝚑𝚘𝚘𝚘 ❤️🤗☺️
5.0,Nice product ♥️
5.0,😍😍
5.0,Super
5.0,
5.0,Very good product
5.0,Nice matiriyal
5.0,Very nice Miso
5.0,Chann❤️
5.0,Nice
5.0,Good
5.0,Really vere good
5.0,Return
5.0,Bhcghhjjzh
5.0,Good
5.0,Excellent
5.0,Hiio
5.0,Very nice
5.0,Super
5.0,Good
5.0,Osm febrik
5.0,Perfect fit
5.0,Very good
5.0,Ggjkjf
5.0,"Very good 👍😊, nice product"
5.0,Nice
5.0,Good
5.0,Nice 👍
5.0,Good👍
5.0,Super
5.0,Nice
5.0,.
5.0,Good
5.0,Nice
5.0,Nice
5.0,Nice tq mesho
5.0,Very nice
5.0,Nice
5.0,Awesome
5.0,Ok
5.0,Super
5.0,Good product
5.0,Very good quality
5.0,Nice product
5.0,Very good 💯💯
5.0,Very nice
5.0,Very good
5.0,Mast hai
5.0,Super
5.0,Very nice
5.0,Very good
5.0,Nice
5.0,Good
5.0,Value of money
5.0,Good
5.0,Good
5.0,Nicennice
5.0,Over size
5.0,Wery good protecd
5.0,Good
5.0,Good 😊
5.0,Nice
5.0,Good
5.0,Very good
5.0,Super
5.0,Good
5.0,Nice
5.0,Wow 😮👌👍
5.0,acche Hain
5.0,Very good 😊
5.0,Sk
5.0,Excellent product
5.0,Very nice
5.0,Good
5.0,Good product ❤️
5.0,नाइस
5.0,Good
5.0,🥰
5.0,Amezing
5.0,Very good product
5.0,Good 😊😊
5.0,Very nice
5.0,VERY GOOD
5.0,Good
5.0,Gud
5.0,Super meesho
5.0,Nice product
5.0,Super
5.0,Good
5.0,Bahot hi badiya h
5.0,Super
5.0,So nice
5.0,Katewa
5.0,Very nice 👍
5.0,Good 💯 one
5.0,Very good
5.0,Nice
5.0,Very good
5.0,Nice
5.0,Very good
5.0,Good
5.0,Good
5.0,cancel karna hai
5.0,Good
5.0,Good
5.0,Very good
5.0,Good quality
5.0,Excellent
5.0,Bahot achcha hai
5.0,Good
5.0,Karan
5.0,Very nice
5.0,Nice
5.0,😘😘😘😘😘
5.0,Nice
5.0,Nice
5.0,A1
5.0,Amazing
5.0,Nice
5.0,Nice
5.0,Nice but sleeve s thode lambe hone chahiye the jaise photo me dikhaye hai
5.0,"Material are cheepeand dress are not in iroing, good packing, and delivery"
5.0,Kapda utna sahi na hai tarsaprent hai but thikk hai wash ke baad colur but utar gya
5.0,I think that it will not be good but it's very good than I expected ❤ i really love it
5.0,Wow bhut achi kurti hai sab aacha hai colour design very good I like this product 👍
5.0,Accha h jesa dekha same h fabric bhi accha h garmiyo ke liye best h thanks meesu
5.0,Don't order your correct size because after one wash it tightens so always order your next size.
5.0,The product is overall good but the sleeve length is half Not as same in as that in the picture
5.0,honestly...I never thought I would come this quick and quality will be this good.
5.0,According to price and quality fabric colour size all over dress is V GOOD
5.0,Acha butt kapda patla hai buthaa or astni bhi small hai 🕊️okk hai price ki hisab si le sakte hoo 👍
5.0,It's very good instead of cotton I think it's rayon but it's quiet long for me
5.0,Quality is 10/10 hain fabric bhi soft hain itne kaam price mein itna acha material I love it 👍❣️
5.0,Thin but super sticking and same like pics but according to price it's very very worth one
5.0,Sab kuch thik hai par stiching sahi nhi hai dhaga dhage nikalre hai silayi k
5.0,Worth for the money.. Quality and size was also good so.. Received as wat I have expected👍
5.0,Nice fabric and nice design... To the budget this is wonderful 👍😊 Totally satisfied...
5.0,"It is good,but one suggestion,kindly send it the same shade that u shown in the model picture."
5.0,I book for kurthi set I thought top and pant but is coming only for the top but it's ok top is Good
5.0,Bohot payar hai . Mai itta dar rahi thi pata nhi kaisa aaye ga per jab aaya hayee bas payar hi ho gaya
5.0,Very nice product. But hands length is very short. Not as in the image shown.
5.0,Kurta achha hai par kapda thoda patla hai plzz meshoo agli baar kapda thoda mota and have ho plz
4.0,Kirti ki ditel me likha tha ki kotan h lekin nikali polistar matirayal
4.0,My order black and white order Dilvery only black
4.0,half selves I have receive bt I ordered over elbow l
4.0,The quality of kurti is very bad and the sleeves of kurti is very short compared to photo. Personally I don't like the product.
4.0,Legi kurti order kiya tha kurti badhiya hai per lagi nahin I
4.0,Not stich stone only emered and chips design don't like it
4.0,This product was very bad. Transparency is very high. This is case of cheating.
4.0,This is amazing suit fabric comfortable good quality
4.0,Good quality kurti 😃good fabric but late delivery
4.0,Nothing but delivery date 14 and my package received on 15
4.0,Jo expect Kiya tha vo nhi hai lekin achha hai aap log le skte ho ise
4.0,Ye bahut accha aaya h or ise pahanne pr ye Bahut khubsurat kg rha h
4.0,Rate k according bahut bahut jyada achi h .is kurti ko khareedna chahiye
4.0,According to price product is too good thanks meesho
4.0,Very nice product 😁 More Good Than Expected..!you can go for it👍❤️
4.0,Little smaller than expected size.. But can be altered
4.0,The cloth got shrink after a wash try to buy a big size
4.0,Size sahi hai or febric also very nice thank you meesho
4.0,Fabric is not to good but the fitting is so good thats on worthy product
4.0,Really loved the product at just 165 . I have ordered XS
4.0,"￼ product is not correct ,unsize, and only top ￼ Not good product"
4.0,Return ls completed with in two days good service
2.0,It's better products It's amazing products in emargency
2.0,Mast hai but size bada hai so mujhe return kar na hai
2.0,Shrinking cloth after the wash… not fit for wearing
1.0,XL size mgya thi par L size agya hai is liye return ka rahi hu
4.0,Super dress Good quality Size is ok Colour quantity is good
4.0,Dress is nice but it is little not that much thick clothe
1.0,Design and pattern was good. Material quality is bad. can use one time.
4.0,Tik h lekin pajami to di nhi h kuch dikhate h aur kuch aur dete h
4.0,Xxl k according Size short h.agar shrink ho gya to nahi aayega
4.0,Kurti bahut hi achi h bs kapda thoda patla h baki sb thik h
4.0,It's quality is good I am happy with this product thanks Meesho
4.0,Value for money and product quality is also good
4.0,Fabric is of Polyster and there is no Plazo with suit (ONLY SUIT)
4.0,Nice but cloth should be more nice...nice nice good
4.0,"Very good product, I'm very happy Thank you meesho"
4.0,Fabric thoda sa polyester type h par price ko dekhte hue good h
4.0,Design and looks is good but material quality is poor.
4.0,Fitting good fabric good simple but looking so good
4.0,Just like the picture it's too good but fabric is thin
4.0,Delivery late tha but bht acha kurti hai I love it👍🏻
4.0,Cloth is very nice and good looking as shown in the pic
4.0,Very good product but the fabric can be more nice
4.0,Very very nice Kurti...Must buy it if your favourite colour is black...
4.0,Quality is not as expected but okay good product
4.0,Meru pampinche delivery boy.. memu order lekunte cancell chesthunnadu...
4.0,Very nice product i am happy that it's perfect size for me 😊😊
4.0,Fabric thoda patla hai but kurti bahut accha hai I like it😍
4.0,Black colour and material really appreciate jarur kharide
4.0,Gesa kapra dikh raha hai wesa. Hi. Aaye to ham phir aor odar krenge
4.0,Dress bohot achhi he lekin jb ise dhoya tb iska color nikl rha h
4.0,The dress is okay but the quality of the clothes is not much good
4.0,Product is very nice but quality is bad anyway I love this product
4.0,Everythings good but the the fabric is thin...nice product meesho
4.0,Product is very Good and time puntuality too so keep always
4.0,Wow...... nice 🙂 products and my favourite dress from Meesho collection......❤️❤️
4.0,Its very goodd♥️i like it but it is see through🙃ok ok
4.0,Achha hai par dhulne ke bad kapda kharab lag rha hai
4.0,The cloth is good as per the cost and suggested to buy 😌
4.0,"I ordered xxl but received xl, no problem but kurti is nice"
4.0,Fabric is good & after wearing it is looking beautiful
4.0,"The dress is good fit for me, thankyou meeshi for this amazing product"
4.0,Happy with the kurti.. fast delivery.. thanq meesho.
4.0,Product is not bad normal quality value for money
4.0,Product good 👍 I like it But the hands are short as shown
4.0,Acha hai frock lakin aap na shawkar nhi baja only kurti
4.0,Exchange kurti because slalwar is pending
4.0,Bilkul kharab hai phana hua sa hai or size bhi chota bhej dyea hai
4.0,https://netshort.onelink.me/7xW2?af_js_web=true&af_ss_ver=2_9_3&pid=metaweb_int&c=1963533500886999041-B137-FB-0904-Winter%20Romance%20at%20the%20Grand%20Hotel-US-w2a-XKUANG-%E5%B0%8F%E8%8C%84fc&af_channel=Instagram_Feed&af_ad=142_zeyu_YP_EN_B137_250903&af_adset=%E5%86%AC%E6%97%A5%E6%81%8B%E6%AD%8C%EF%BC%9A%E6%83%85%E5%AE%9A%E5%A4%A7%E9%A5%AD%E5%BA%97%09EN&deep_link_value=1963533500886999041&af_sub1=1&af_sub2=Mozilla%2F5.0%20(Linux%3B%20Android%2011%3B%20SM-A032F%20Build%2FRP1A.201005.001%3B%20wv)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Version%2F4.0%20Chrome%2F139.0.7258.158%20Mobile%20Safari%2F537.36%20Instagram%20342.0.0.33.103%20Android%20(30%2F11%3B%20320dpi%3B%20720x1459%3B%20samsung%3B%20SM-A032F%3B%20a3core%3B%20m168%3B%20en_GB%3B%20627400341)&af_c_id=120231637439290507&af_adset_id=120231637462360507&af_ad_id=120231637476660507&deep_link_sub1=1&fbclid=PAZXh0bgNhZW0BMABhZGlkAasmCY96o-sBp_IwWZckw04hpl5sP-H5f0rP6eWAh3dWZ-Jl0HzZ7yWmz874lliNU7gCGMkk_aem_Sa8-VdI4XPFcPZCTvYox1g&af_ss_ui=true&referrer=http://instagram.com/&fbclid=PAZXh0bgNhZW0BMABhZGlkAasmCY96o-sBp_IwWZckw04hpl5sP-H5f0rP6eWAh3dWZ-Jl0HzZ7yWmz874lliNU7gCGMkk_aem_Sa8-VdI4XPFcPZCTvYox1g
4.0,Ye maine small size me lia tha wash krne k baad extra small ho gya.. Iske andr margin b nahi h isko loose krne ka.. Pr iske alava ek dm bdhia kurti h design b.. Lena h to 2 size bda lena taki shrink ho jaye to isko loose kr sko .. Dhone se clr b khrab ni hua
4.0,Very nice..worth the money
4.0,Good product for daily use
4.0,Nice dress thank meesho
4.0,Very good quality nice product tnq meesho
4.0,Its ok but sleeves is sort
4.0,Nice product as per price
4.0,Fit and size of kurthi is good but I'm disappointed with the fabric it's mentioned rayon material while ordering but it's not that material when I received the package. Overall it's good
4.0,Jaisa dikhaya gya tha vaisa nhi h loose bhi bhut jyada aaya jbki size shi Diya hua tha
4.0,So It just got delivered at my home. I didn't even order it. Plus quality is not good
4.0,Nice product
4.0,Nice kurti
4.0,Very good product
4.0,Nice
4.0,Good product
4.0,Good
4.0,Gg
4.0,Good
4.0,Ekdum mast
1.0,Good
1.0,Nice
3.0,Ok
3.0,Very good product
4.0,
4.0,Nice
4.0,Good
4.0,Very good
4.0,Nice 👍👍👍
4.0,Super
3.0,Naice
2.0,Super
2.0,Nice
5.0,Awesome 👍👍
5.0,Good
5.0,Nice
5.0,Very good
5.0,Super good thanks 😊
5.0,Good
5.0,Very nice
5.0,Super
5.0,Vere good
5.0,Good
5.0,Very good
5.0,Supub 👍
5.0,😍😍
5.0,👌👌
5.0,Very good 😊
5.0,Good product
5.0,Nice
5.0,Super 👍👌
5.0,Very beautiful colity
5.0,ভালো
5.0,Size not
5.0,👍🏻👌🏻
5.0,
5.0,Very good
5.0,Ok
5.0,Thanks
5.0,Good
5.0,So beautiful 😍❤️
5.0,👌👌👌👌
5.0,Very nice kurti 👍
5.0,Very Happy ☺️
5.0,Nice product
5.0,Very good
5.0,Good
5.0,Thank you
5.0,Good
5.0,Super
5.0,Nice
5.0,Hello
5.0,Achcha tha
5.0,To good 👍👍👍 i like it
5.0,Nice
5.0,Super 👌
5.0,Mast h
5.0,Ok
5.0,Good
5.0,Bahut hi accha
5.0,Good 👍👍 worth it
5.0,Best
5.0,Achi hai
5.0,Nice product 👌 👍 👏
5.0,Nice pic
5.0,Roshan Kumar
5.0,
5.0,❣️❣️
5.0,Very good
5.0,Worrh for money
5.0,Meesho good delivery
5.0,Nice 👍
5.0,Ywgwgsyd
5.0,Nice
5.0,Good
5.0,Very good 👍
5.0,Achi koleti hai
5.0,Good
5.0,Ok
5.0,Very good product
5.0,Neci
5.0,So nice
5.0,Very good
5.0,Very good
5.0,Hii
5.0,
5.0,bahut Achcha
5.0,.
5.0,Nice pics
5.0,Nice
5.0,Good
5.0,Very good product
5.0,👌🥰👌
5.0,Achha aaya hai
5.0,Good 😊👍
5.0,So nice
5.0,Good
5.0,Achaa he
5.0,Ok byutiful
5.0,Ok 🆗👌
5.0,Thank you
5.0,Go for itttt worthyyy
5.0,
5.0,Good👍
5.0,Very nice
5.0,Aabid khan
5.0,Good
5.0,Ayush
5.0,
5.0,Nice
5.0,Nice 🙂
5.0,🙂
5.0,Nice fabric
5.0,Ghhh
5.0,Nice products
5.0,
5.0,Very nice 👍
5.0,Good
5.0,Gh
5.0,Good
5.0,Achha hai
5.0,Nice
5.0,Beautiful kurti
5.0,Very good
5.0,Good
5.0,Very nise
5.0,Nice
5.0,Nice product
5.0,Nice
5.0,Srs
5.0,Super
5.0,Nice
5.0,Super piece
5.0,Very good
5.0,Super ekselent
5.0,
5.0,Very Nice Cloth
5.0,Nice 👍
5.0,Supar dress
